UniqueID,include,Site,Region,SID,SpecID,ACE_file,NAU_ACE#,FractionModern,plus/minus,D14C(%0),plus/minus,14Cage(BP),plus/minus,14C_notes,cal age (95% CI) (cal. BP),,med_cal_age,tempID,SpecStatus,Fragmentation,Taxon1,Taxon2,PicIDtop,PickIDback,SamDepth,Long,Lat,Depth,Temp,Salinity,Year,Month,Day,WgSpec,Status,ApicPl,Petals,TubAbr1,TubAbr2,TubAbr3,SurfAbr1,SurfAbr2,SurfAbr3,PoreAbr1,PoreAbr2,PoreAbr3,Frag1,Frag2,Frag3,Frag4,Encrust,Dh,Key
443,0,CB-4,Carrabelle,CB-4-2,25,,,,,,,,,,,,,19,dead,fragment,e,Clypeasteroid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
444,0,CB-4,Carrabelle,CB-4-2,26,,,,,,,,,,,,,20,dead,fragment,e,Clypeasteroid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
445,0,CB-4,Carrabelle,CB-4-4,44,29C240621CHS,8323.1.1,1.0441,0.0113,44.1,11.3,-346.5,87.6,,,,,21,dead,fragment,e,Clypeasteroid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.6044,Selected,,,,,,,,,,,,,,,,,,
446,0,CB-4,Carrabelle,CB-4-4,45,29C240621CHS,8324.1.1,1.0849,0.012,84.9,12,-654.4,89,,,,,22,dead,fragment,e,Clypeasteroid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.2498,Selected,,,,,,,,,,,,,,,,,,
447,0,CB-4,Carrabelle,CB-4-4,46,,,,,,,,,,,,,23,dead,fragment,e,Clypeasteroid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
448,0,CB-4,Carrabelle,CB-4-4,47,29C240621CHS,8325.1.1,0.6687,0.0084,-331.3,8.4,3232.7,102.5,,,,,24,dead,fragment,e,Clypeasteroid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0896,Selected,,,,,,,,,,,,,,,,,,
449,0,CB-4,Carrabelle,CB-4-4,48,29C240621CHS,8326.1.1,0.9509,0.0101,-49.1,10.1,404.2,85.9,,,,,25,dead,fragment,e,Clypeasteroid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.1059,Selected,,,,,,,,,,,,,,,,,,
450,0,CB-4,Carrabelle,CB-4-4,49,,,,,,,,,,,,,26,dead,fragment,e,Clypeasteroid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
451,0,CB-4,Carrabelle,CB-4-4,50,,,,,,,,,,,,,27,dead,fragment,e,Clypeasteroid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
452,0,CB-4,Carrabelle,CB-4-4,51,,,,,,,,,,,,,28,dead,fragment,e,Clypeasteroid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
453,0,CB-4,Carrabelle,CB-4-4,52,29C240621CHS,8327.1.1,0.9527,0.0101,-47.3,10.1,389.2,85.4,,,,,29,dead,fragment,e,Clypeasteroid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0125,Selected,,,,,,,,,,,,,,,,,,
454,0,CB-4,Carrabelle,CB-4-4,53,29C240621CHS,8328.1.1,1.0581,0.0106,58.1,10.6,-453.6,80.7,,,,,30,dead,fragment,e,Clypeasteroid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0131,Selected,,,,,,,,,,,,,,,,,,
455,0,CB-4,Carrabelle,CB-4-5,25,,,,,,,,,,,,,1,dead,fragment,e,Clypeasteroid,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
456,0,CB-4,Carrabelle,CB-4-5,26,29C240705GAS,8444.1.1,0.4102,0.0054,-589.8,5.4,7158,107,,,,,2,dead,fragment,e,Clypeasteroid,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.3282,Selected,,,,,,,,,,,,,,,,,,
457,0,CB-4,Carrabelle,CB-4-5,27,29C240705GAS,8445.1.1,1.0553,0.0101,55.3,10.1,-432,77,,,,,3,dead,fragment,e,Clypeasteroid,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.1383,Selected,,,,,,,,,,,,,,,,,,
458,0,CB-4,Carrabelle,CB-4-5,28,29C240705GAS,8446.1.1,0.9292,0.0093,-70.8,9.3,590,80,,,,,4,dead,fragment,e,Clypeasteroid,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.1602,Selected,,,,,,,,,,,,,,,,,,
459,0,CB-4,Carrabelle,CB-4-5,29,,,,,,,,,,,,,5,dead,fragment,e,Clypeasteroid,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
460,0,CB-4,Carrabelle,CB-4-5,30,,,,,,,,,,,,,6,dead,fragment,e,Clypeasteroid,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
461,0,CB-4,Carrabelle,CB-4-5,31,29C240705GAS,8447.1.1,0.9361,0.0094,-63.9,9.4,531,81,,,,,7,dead,fragment,e,Clypeasteroid,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0952,Selected,,,,,,,,,,,,,,,,,,
462,0,CB-4,Carrabelle,CB-4-5,32,,,,,,,,,,,,,8,dead,fragment,e,Clypeasteroid,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
463,0,CB-4,Carrabelle,CB-4-5,33,,,,,,,,,,,,,9,dead,fragment,e,Clypeasteroid,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
464,0,CB-4,Carrabelle,CB-4-5,34,,,,,,,,,,,,,10,dead,fragment,e,Clypeasteroid,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
465,0,CB-4,Carrabelle,CB-4-5,35,,,,,,,,,,,,,11,dead,fragment,e,Clypeasteroid,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
466,0,CB-4,Carrabelle,CB-4-5,36,29C240705GAS,8448.1.1,0.9432,0.0093,-56.8,9.3,470,79,,,,,12,dead,fragment,e,Clypeasteroid,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.1598,Selected,,,,,,,,,,,,,,,,,,
467,0,CB-4,Carrabelle,CB-4-5,37,29C240705GAS,8449.1.1,0.9024,0.0093,-97.6,9.3,825,83,,,,,13,dead,fragment,e,Clypeasteroid,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0297,Selected,,,,,,,,,,,,,,,,,,
468,0,CB-4,Carrabelle,CB-4-5,38,,,,,,,,,,,,,14,dead,fragment,e,Clypeasteroid,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
469,0,CB-4,Carrabelle,CB-4-5,39,,,,,,,,,,,,,15,dead,fragment,e,Clypeasteroid,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
470,0,CB-4,Carrabelle,CB-4-5,40,,,,,,,,,,,,,16,dead,fragment,e,Clypeasteroid,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
471,0,CB-4,Carrabelle,CB-4-5,41,29C240705GAS,8450.1.1,0.9242,0.0095,-75.8,9.5,633,83,26 ug C,,,,17,dead,fragment,e,Clypeasteroid,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0269,Selected,,,,,,,,,,,,,,,,,,
472,0,CB-4,Carrabelle,CB-4-5,42,,,,,,,,,,,,,18,dead,fragment,e,Clypeasteroid,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
473,0,CB-4,Carrabelle,CB-4-5,43,29C240705GAS,8451.1.1,0.9404,0.0097,-59.6,9.7,493,83,,,,,19,dead,fragment,e,Clypeasteroid,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0098,Selected,,,,,,,,,,,,,,,,,,
474,0,CB-4,Carrabelle,CB-4-5,44,29C240705GAS,8452.1.1,0.854,0.0091,-146,9.1,1268,86,,,,,20,dead,fragment,e,Clypeasteroid,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0207,Selected,,,,,,,,,,,,,,,,,,
475,0,CB-4,Carrabelle,CB-4-5,45,,,,,,,,,,,,,21,dead,fragment,e,Clypeasteroid,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
476,0,CB-4,Carrabelle,CB-4-5,46,29C240705GAS,8453.1.1,0.9444,0.0096,-55.6,9.6,460,82,,,,,22,dead,fragment,e,Clypeasteroid,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0168,Selected,,,,,,,,,,,,,,,,,,
477,0,CB-4,Carrabelle,CB-4-5,47,,,,,,,,,,,,,23,dead,fragment,e,Clypeasteroid,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
478,0,CB-4,Carrabelle,CB-4-5,48,29C240705GAS,8454.1.1,1.0053,0.0101,5.3,10.1,-43,81,,,,,24,dead,fragment,e,Clypeasteroid,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0099,Selected,,,,,,,,,,,,,,,,,,
479,0,CB-4,Carrabelle,CB-4-5,49,,,,,,,,,,,,,25,dead,fragment,e,Clypeasteroid,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
480,0,CB-4,Carrabelle,CB-4-5,50,29C240705GAS,8455.1.1,0.6459,0.0076,-354.1,7.6,3511,94,,,,,26,dead,fragment,e,Clypeasteroid,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0203,Selected,,,,,,,,,,,,,,,,,,
481,0,CB-4,Carrabelle,CB-4-5,51,29C240705GAS,8456.1.1,0.7639,0.0084,-236.1,8.4,2164,89,,,,,27,dead,fragment,e,Clypeasteroid,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0056,Selected,,,,,,,,,,,,,,,,,,
482,0,CB-4,Carrabelle,CB-4-5,52,29C240705GAS,8457.1.1,1.171,0.011,171,11,-1268,76,,,,,28,dead,fragment,e,Clypeasteroid,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.007,Selected,,,,,,,,,,,,,,,,,,
483,0,CB-4,Carrabelle,CB-4-5,53,,,,,,,,,,,,,29,dead,fragment,e,Clypeasteroid,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
484,0,CB-4,Carrabelle,CB-4-5,54,29C240705GAS,8458.1.1,0.4398,0.0059,-560.2,5.9,6599,107,,,,,30,dead,fragment,e,Clypeasteroid,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0033,Selected,,,,,,,,,,,,,,,,,,
485,0,CB-4,Carrabelle,CB-4-1,22,,,,,,,,,,,,,1,dead,complete,m,Venerid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0911,Replaced,,,,,,,,,,,,,,,,,,
486,0,CB-4,Carrabelle,CB-4-1,23,29C240621CHS,8329.1.1,1.0379,0.0115,37.9,11.5,-299.2,89.6,,,,,2,dead,complete,m,Venerid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0313,Selected,,,,,,,,,,,,,,,,,,
487,0,CB-4,Carrabelle,CB-4-1,24,29C240621CHS,8330.1.1,0.9436,0.0108,-56.4,10.8,466.4,92.6,,,,,3,dead,complete,m,Venerid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0046,Selected (Replacement),,,,,,,,,,,,,,,,,,
488,0,CB-4,Carrabelle,CB-4-1,25,,,,,,,,,,,,,4,dead,complete,m,Venerid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
489,0,CB-4,Carrabelle,CB-4-1,26,29C240621CHS,8331.1.1,0.5595,0.0071,-440.5,7.1,4664.4,104.6,,,,,5,dead,complete,m,Venerid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0029,Selected,,,,,,,,,,,,,,,,,,
490,0,CB-4,Carrabelle,CB-4-2,27,29C240621CHS,8332.1.1,0.4912,0.0066,-508.8,6.6,5710.9,110,,,,,6,dead,complete,m,Venerid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0249,Selected,,,,,,,,,,,,,,,,,,
491,0,CB-4,Carrabelle,CB-4-2,28,29C240621CHS,8333.1.1,0.947,0.0098,-53,9.8,437.7,83.6,,,,,7,dead,complete,m,Venerid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0072,Selected,,,,,,,,,,,,,,,,,,
492,0,CB-4,Carrabelle,CB-4-2,29,,,,,,,,,,,,,8,dead,complete,m,Venerid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
493,0,CB-4,Carrabelle,CB-4-2,30,29C240621CHS,8334.1.1,0.5571,0.0072,-442.9,7.2,4698.7,106.1,,,,,9,dead,complete,m,Venerid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0095,Selected,,,,,,,,,,,,,,,,,,
494,0,CB-4,Carrabelle,CB-4-2,31,,,,,,,,,,,,,10,dead,complete,m,Venerid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
495,0,CB-4,Carrabelle,CB-4-2,32,,,,,,,,,,,,,11,dead,complete,m,Venerid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
496,0,CB-4,Carrabelle,CB-4-2,33,29C240621CHS,8335.1.1,0.837,0.0088,-163,8.8,1429.6,85.2,,,,,12,dead,complete,m,Venerid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0014,Selected,,,,,,,,,,,,,,,,,,
497,0,CB-4,Carrabelle,CB-4-4,54,,,,,,,,,,,,,13,dead,complete,m,Venerid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
498,0,CB-4,Carrabelle,CB-4-4,55,,,,,,,,,,,,,14,dead,complete,m,Venerid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
499,0,CB-4,Carrabelle,CB-4-4,56,29C240621CHS,8336.1.1,0.7895,0.0092,-210.5,9.2,1898.7,94.8,,,,,15,dead,complete,m,Venerid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0442,Selected,,,,,,,,,,,,,,,,,,
500,0,CB-4,Carrabelle,CB-4-4,57,29C240621CHS,8337.1.1,1.0126,0.0104,12.6,10.4,-100.5,82.8,,,,,16,dead,complete,m,Venerid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0254,Selected,,,,,,,,,,,,,,,,,,
501,0,CB-4,Carrabelle,CB-4-4,58,,,,,,,,,,,,,17,dead,complete,m,Venerid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
502,0,CB-4,Carrabelle,CB-4-4,59,29C240621CHS,8338.1.1,1.06,0.0117,60,11.7,-467.9,89,,,,,18,dead,complete,m,Venerid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0087,Selected,,,,,,,,,,,,,,,,,,
503,0,CB-4,Carrabelle,CB-4-4,60,29C240621CHS,8339.1.1,0.9564,0.0104,-43.6,10.4,358.3,88,,,,,19,dead,complete,m,Venerid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0052,Selected,,,,,,,,,,,,,,,,,,
504,0,CB-4,Carrabelle,CB-4-4,61,29C240621CHS,8340.1.1,0.567,0.0071,-433,7.1,4557.8,102,,,,,20,dead,complete,m,Venerid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0046,Selected,,,,,,,,,,,,,,,,,,
505,0,CB-4,Carrabelle,CB-4-4,62,,,,,,,,,,,,,21,dead,complete,m,Venerid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
506,0,CB-4,Carrabelle,CB-4-4,63,29C240621CHS,8341.1.1,0.8401,0.0095,-159.9,9.5,1399.7,91.8,,,,,22,dead,complete,m,Venerid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0049,Selected,,,,,,,,,,,,,,,,,,
507,0,CB-4,Carrabelle,CB-4-4,64,,,,,,,,,,,,,23,dead,complete,m,Venerid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
508,0,CB-4,Carrabelle,CB-4-4,65,29C240621CHS,8342.1.1,0.9234,0.0106,-76.6,10.6,640.1,92.4,,,,,24,dead,complete,m,Venerid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0026,Selected,,,,,,,,,,,,,,,,,,
509,0,CB-4,Carrabelle,CB-4-4,66,,,,,,,,,,,,,25,dead,complete,m,Venerid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
510,0,CB-4,Carrabelle,CB-4-4,67,,,,,,,,,,,,,26,dead,complete,m,Venerid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
511,0,CB-4,Carrabelle,CB-4-4,68,29C240621CHS,8343.1.1,0.4921,0.0064,-507.9,6.4,5695.8,106.8,,,,,27,dead,complete,m,Venerid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0034,Selected,,,,,,,,,,,,,,,,,,
512,0,CB-4,Carrabelle,CB-4-5,55,29C240621CHS,8344.1.1,0.4299,0.006,-570.1,6,6781.1,115.3,,,,,1,dead,complete,m,Venerid,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0557,Selected,,,,,,,,,,,,,,,,,,
513,0,CB-4,Carrabelle,CB-4-5,56,29C240621CHS,8345.1.1,0.8816,0.0098,-118.4,9.8,1012.1,90.1,,,,,2,dead,complete,m,Venerid,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0239,Selected,,,,,,,,,,,,,,,,,,
514,0,CB-4,Carrabelle,CB-4-5,57,29C240621CHS,8346.1.1,0.9455,0.0099,-54.5,9.9,449.9,84.5,,,,,3,dead,complete,m,Venerid,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0083,Selected,,,,,,,,,,,,,,,,,,
515,0,CB-4,Carrabelle,CB-4-5,58,29C240621CHS,8347.1.1,1.1067,0.0121,106.7,12.1,-814.4,88.2,,,,,4,dead,complete,m,Venerid,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0072,Selected,,,,,,,,,,,,,,,,,,
516,0,CB-4,Carrabelle,CB-4-5,59,29C240621CHS,8348.1.1,0.8168,0.0096,-183.2,9.6,1625.1,95.4,,,,,5,dead,complete,m,Venerid,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0122,Selected,,,,,,,,,,,,,,,,,,
517,0,CB-4,Carrabelle,CB-4-5,60,29C240621CHS,8349.1.1,1.0723,0.0107,72.3,10.7,-560.4,80.5,,,,,6,dead,complete,m,Venerid,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0101,Selected,,,,,,,,,,,,,,,,,,
518,0,CB-4,Carrabelle,CB-4-5,61,29C240621CHS,8350.1.1,0.8028,0.0094,-197.2,9.4,1764.1,94.5,,,,,7,dead,complete,m,Venerid,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0068,Selected,,,,,,,,,,,,,,,,,,
519,0,CB-4,Carrabelle,CB-4-5,62,29C240621CHS,8351.1.1,0.9373,0.0103,-62.7,10.3,519.9,88.7,,,,,8,dead,complete,m,Venerid,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0039,Selected,,,,,,,,,,,,,,,,,,
520,0,CB-4,Carrabelle,CB-4-5,63,29C240621CHS,8352.1.1,0.9468,0.0109,-53.2,10.9,439.2,92.6,,,,,9,dead,complete,m,Venerid,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0029,Selected,,,,,,,,,,,,,,,,,,
521,0,CB-4,Carrabelle,CB-4-5,64,29C240621CHS,8353.1.1,0.9429,0.0109,-57.1,10.9,472.3,93.4,,,,,10,dead,complete,m,Venerid,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0018,Selected,,,,,,,,,,,,,,,,,,
522,0,CB-4,Carrabelle,CB-4-5,65,29C240621CHS,8354.1.1,0.9664,0.0105,-33.6,10.5,274.6,87.6,,,,,11,dead,complete,m,Venerid,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0015,Selected,,,,,,,,,,,,,,,,,,
523,0,CB-4,Carrabelle,CB-4-5,66,29C240621CHS,8355.1.1,0.4926,0.0065,-507.4,6.5,5688.4,109.6,,,,,12,dead,complete,m,Venerid,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0008,Selected,,,,,,,,,,,,,,,,,,
524,0,CB-4,Carrabelle,CB-4-5,67,29C240621CHS,8356.1.1,0.9636,0.0106,-36.4,10.6,297.6,88.7,,,,,13,dead,complete,m,Venerid,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0047,Selected,,,,,,,,,,,,,,,,,,
525,0,CB-4,Carrabelle,CB-4-5,68,29C240621CHS,8357.1.1,0.8374,0.0099,-162.6,9.9,1425.1,95.7,,,,,14,dead,complete,m,Venerid,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0039,Selected,,,,,,,,,,,,,,,,,,
526,0,CB-4,Carrabelle,CB-4-5,69,29C240621CHS,8358.1.1,0.5528,0.0076,-447.2,7.6,4761.3,113.2,,,,,15,dead,complete,m,Venerid,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0112,Selected,,,,,,,,,,,,,,,,,,
527,0,CB-4,Carrabelle,CB-4-1,27,29C240605CHS,8036.1.1,0.933,0.0093,-67,9.3,557.5,79.3,,,,,1,dead,complete,m,Lucinidae,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0238,Selected,,,,,,,,,,,,,,,,,,
528,0,CB-4,Carrabelle,CB-4-1,28,29C240605CHS,8037.1.1,1.0922,0.0104,92.2,10.4,-708.6,75.7,,,,,2,dead,complete,m,Lucinidae,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0078,Selected,,,,,,,,,,,,,,,,,,
529,0,CB-4,Carrabelle,CB-4-1,29,,,,,,,,,,,,,3,dead,complete,m,Lucinidae,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
530,0,CB-4,Carrabelle,CB-4-1,30,29C240605CHS,8038.1.1,0.9321,0.0096,-67.9,9.6,564.4,81.9,,,,,4,dead,complete,m,Lucinidae,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0036,Selected (Replacement),,,,,,,,,,,,,,,,,,
531,0,CB-4,Carrabelle,CB-4-1,31,29C240605CHS,8039.1.1,0.935,0.0096,-65,9.6,540.2,81.6,,,,,5,dead,complete,m,Lucinidae,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0033,Selected,,,,,,,,,,,,,,,,,,
532,0,CB-4,Carrabelle,CB-4-1,32,,,,,,,,,,,,,6,dead,complete,m,Lucinidae,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
533,0,CB-4,Carrabelle,CB-4-1,33,29C240605CHS,8040.1.1,0.6603,0.0075,-339.7,7.5,3333.7,90.1,,,,,7,dead,complete,m,Lucinidae,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0027,Selected,,,,,,,,,,,,,,,,,,
534,0,CB-4,Carrabelle,CB-4-1,34,29C240605CHS,8041.1.1,0.5454,0.0075,-454.6,7.5,4870.6,110.1,,,,,8,dead,complete,m,Lucinidae,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0027,Selected,,,,,,,,,,,,,,,,,,
535,0,CB-4,Carrabelle,CB-4-1,35,,,,,,,,,,,,,9,dead,complete,m,Lucinidae,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0002,Replaced,,,,,,,,,,,,,,,,,,
536,0,CB-4,Carrabelle,CB-4-1,36,,,,,,,,,,,,,10,dead,complete,m,Lucinidae,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
537,0,CB-4,Carrabelle,CB-4-2,34,29C240605CHS,8042.1.1,1.0382,0.0102,38.2,10.2,-301.4,78.1,,,,,11,dead,complete,m,Lucinidae,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0162,Selected,,,,,,,,,,,,,,,,,,
538,0,CB-4,Carrabelle,CB-4-2,35,29C240605CHS,8043.1.1,0.4386,0.0063,-561.4,6.3,6621.3,114.2,,,,,12,dead,complete,m,Lucinidae,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0064,Selected,,,,,,,,,,,,,,,,,,
539,0,CB-4,Carrabelle,CB-4-2,36,,,,,,,,,,,,,13,dead,complete,m,Lucinidae,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
540,0,CB-4,Carrabelle,CB-4-2,37,29C240605CHS,8044.1.1,0.7933,0.0085,-206.7,8.5,1860.3,85.4,,,,,14,dead,complete,m,Lucinidae,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.004,Selected,,,,,,,,,,,,,,,,,,
541,0,CB-4,Carrabelle,CB-4-2,38,29C240605CHS,8045.1.1,0.7638,0.0087,-236.2,8.7,2164,91,,,,,15,dead,complete,m,Lucinidae,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0041,Selected (Replacement),,,,,,,,,,,,,,,,,,
542,0,CB-4,Carrabelle,CB-4-2,39,29C240605CHS,8046.1.1,0.9174,0.0091,-82.6,9.1,692.5,78.9,,,,,16,dead,complete,m,Lucinidae,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.003,Selected,,,,,,,,,,,,,,,,,,
543,0,CB-4,Carrabelle,CB-4-2,40,,,,,,,,,,,,,17,dead,complete,m,Lucinidae,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
544,0,CB-4,Carrabelle,CB-4-2,41,,,,,,,,,,,,,18,dead,complete,m,Lucinidae,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
545,0,CB-4,Carrabelle,CB-4-2,42,,,,,,,,,,,,,19,dead,complete,m,Lucinidae,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
546,0,CB-4,Carrabelle,CB-4-2,43,,,,,,,,,,,,,20,dead,complete,m,Lucinidae,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0005,Stored,,,,,,,,,,,,,,,,,,
